Timestamp,User_ID,Application,Signal_Str,Latency,Required_,Allocated_,Resource_Allocation
7,User_74,Video_Call,-42 dBm,12 ms,3.00 Mbps,2.28 Mbps,76%
7,User_75,Voice_Call,-54 dBm,16 ms,1.50 Mbps,1.30 Mbps,87%
7,User_76,Streaming,-61 dBm,18 ms,2.50 Mbps,0.85 Mbps,34%
7,User_77,Online_Gaming,-39 dBm,13 ms,2.00 Mbps,1.54 Mbps,77%
7,User_78,Background,-56 dBm,14 ms,0.80 Mbps,0.57 Mbps,71%
7,User_79,Web_Browsing,-36 dBm,11 ms,1.20 Mbps,1.07 Mbps,89%
7,User_80,IoT_Temp,-37 dBm,11 ms,0.10 Mbps,0.08 Mbps,76%
7,User_81,Video_Streaming,-53 dBm,16 ms,2.00 Mbps,1.44 Mbps,72%
7,User_82,Emergency,-49 dBm,16 ms,5.00 Mbps,2.48 Mbps,50%
7,User_83,Video_Call,-46 dBm,11 ms,3.00 Mbps,2.22 Mbps,74%
7,User_84,Voice_Call,-49 dBm,16 ms,1.50 Mbps,1.11 Mbps,74%
7,User_85,Streaming,-60 dBm,16 ms,2.50 Mbps,0.85 Mbps,34%
7,User_86,Online_Gaming,-46 dBm,11 ms,2.00 Mbps,1.43 Mbps,72%
7,User_87,Background,-56 dBm,17 ms,0.80 Mbps,0.57 Mbps,71%
7,User_88,Web_Browsing,-74 dBm,21 ms,1.20 Mbps,0.51 Mbps,43%
7,User_89,IoT_Temp,-51 dBm,12 ms,0.10 Mbps,0.08 Mbps,83%
7,User_90,Video_Streaming,-54 dBm,15 ms,2.00 Mbps,1.52 Mbps,76%
8,User_1,Emergency,-52 dBm,14 ms,5.00 Mbps,2.02 Mbps,40%
8,User_2,Video_Call,-40 dBm,9 ms,3.00 Mbps,2.42 Mbps,81%
8,User_3,Voice_Call,-56 dBm,15 ms,1.50 Mbps,1.26 Mbps,84%
8,User_4,Streaming,-39 dBm,10 ms,2.50 Mbps,1.86 Mbps,75%
8,User_5,Online_Gaming,-44 dBm,12 ms,2.00 Mbps,1.45 Mbps,73%
8,User_6,Background,-39 dBm,10 ms,0.80 Mbps,0.57 Mbps,72%
8,User_7,Web_Browsing,-38 dBm,10 ms,1.20 Mbps,1.05 Mbps,87%
8,User_8,IoT_Temp,-54 dBm,16 ms,0.10 Mbps,0.08 Mbps,77%
8,User_9,Video_Streaming,-47 dBm,14 ms,2.00 Mbps,1.65 Mbps,82%
8,User_10,Emergency,-46 dBm,12 ms,5.00 Mbps,2.49 Mbps,50%
8,User_11,Video_Call,-54 dBm,17 ms,3.00 Mbps,1.54 Mbps,51%
8,User_12,Voice_Call,-39 dBm,13 ms,1.50 Mbps,1.19 Mbps,79%
8,User_13,Streaming,-57 dBm,18 ms,2.50 Mbps,1.29 Mbps,52%
8,User_14,Online_Gaming,-50 dBm,14 ms,2.00 Mbps,1.41 Mbps,70%
8,User_15,Background,-52 dBm,13 ms,0.80 Mbps,0.63 Mbps,79%
8,User_16,Web_Browsing,-42 dBm,14 ms,1.20 Mbps,1.06 Mbps,88%
8,User_17,IoT_Temp,-71 dBm,21 ms,0.10 Mbps,0.08 Mbps,79%
8,User_18,Video_Streaming,-50 dBm,16 ms,2.00 Mbps,1.55 Mbps,77%
8,User_19,Emergency,-49 dBm,15 ms,5.00 Mbps,2.31 Mbps,46%
8,User_20,Video_Call,-48 dBm,12 ms,3.00 Mbps,2.05 Mbps,68%
8,User_21,Voice_Call,-56 dBm,14 ms,1.50 Mbps,1.21 Mbps,81%
8,User_22,Streaming,-40 dBm,13 ms,2.50 Mbps,1.84 Mbps,74%
8,User_23,Online_Gaming,-45 dBm,11 ms,2.00 Mbps,1.58 Mbps,79%
8,User_24,Background,-53 dBm,14 ms,0.80 Mbps,0.72 Mbps,89%
8,User_25,Web_Browsing,-44 dBm,13 ms,1.20 Mbps,1.02 Mbps,85%
8,User_26,IoT_Temp,-54 dBm,13 ms,0.10 Mbps,0.08 Mbps,80%
8,User_27,Video_Streaming,-38 dBm,13 ms,2.00 Mbps,1.67 Mbps,83%
8,User_28,Emergency,-56 dBm,16 ms,5.00 Mbps,1.55 Mbps,31%
8,User_29,Video_Call,-47 dBm,15 ms,3.00 Mbps,2.35 Mbps,78%
8,User_30,Voice_Call,-50 dBm,13 ms,1.50 Mbps,1.16 Mbps,78%
8,User_31,Streaming,-53 dBm,15 ms,2.50 Mbps,1.72 Mbps,69%
8,User_32,Online_Gaming,-39 dBm,11 ms,2.00 Mbps,1.65 Mbps,82%
8,User_33,Background,-39 dBm,13 ms,0.80 Mbps,0.70 Mbps,87%
8,User_34,Web_Browsing,-73 dBm,20 ms,1.20 Mbps,0.45 Mbps,38%
8,User_35,IoT_Temp,-39 dBm,13 ms,0.10 Mbps,0.08 Mbps,80%
8,User_36,Video_Streaming,-38 dBm,10 ms,2.00 Mbps,1.46 Mbps,73%
8,User_37,Emergency,-43 dBm,10 ms,5.00 Mbps,2.85 Mbps,57%
8,User_38,Video_Call,-54 dBm,17 ms,3.00 Mbps,1.39 Mbps,46%
8,User_39,Voice_Call,-59 dBm,16 ms,1.50 Mbps,1.02 Mbps,68%
8,User_40,Streaming,-67 dBm,20 ms,2.50 Mbps,0.43 Mbps,17%
8,User_41,Online_Gaming,-39 dBm,9 ms,2.00 Mbps,1.52 Mbps,76%
8,User_42,Background,-40 dBm,13 ms,0.80 Mbps,0.70 Mbps,88%
8,User_43,Web_Browsing,-54 dBm,16 ms,1.20 Mbps,1.00 Mbps,83%
8,User_44,IoT_Temp,-49 dBm,15 ms,0.10 Mbps,0.07 Mbps,74%
8,User_45,Video_Streaming,-48 dBm,15 ms,2.00 Mbps,1.47 Mbps,74%
8,User_46,Emergency,-52 dBm,17 ms,5.00 Mbps,1.85 Mbps,37%
8,User_47,Video_Call,-34 dBm,8 ms,3.00 Mbps,2.61 Mbps,87%
8,User_48,Voice_Call,-48 dBm,11 ms,1.50 Mbps,1.28 Mbps,85%
8,User_49,Streaming,-45 dBm,12 ms,2.50 Mbps,1.90 Mbps,76%
8,User_50,Online_Gaming,-54 dBm,16 ms,2.00 Mbps,1.40 Mbps,70%
8,User_51,Background,-63 dBm,19 ms,0.80 Mbps,0.61 Mbps,76%
8,User_52,Web_Browsing,-42 dBm,10 ms,1.20 Mbps,0.92 Mbps,76%
8,User_53,IoT_Temp,-47 dBm,15 ms,0.10 Mbps,0.08 Mbps,83%
8,User_54,Video_Streaming,-50 dBm,15 ms,2.00 Mbps,1.79 Mbps,89%
8,User_55,Emergency,-43 dBm,12 ms,5.00 Mbps,2.95 Mbps,59%
8,User_56,Video_Call,-60 dBm,19 ms,3.00 Mbps,0.91 Mbps,30%
8,User_57,Voice_Call,-32 dBm,10 ms,1.50 Mbps,1.24 Mbps,83%
8,User_58,Streaming,-51 dBm,16 ms,2.50 Mbps,1.81 Mbps,72%
8,User_59,Online_Gaming,-55 dBm,18 ms,2.00 Mbps,1.37 Mbps,69%
8,User_60,Background,-60 dBm,15 ms,0.80 Mbps,0.62 Mbps,77%
8,User_61,Web_Browsing,-58 dBm,18 ms,1.20 Mbps,1.04 Mbps,86%
8,User_62,IoT_Temp,-41 dBm,10 ms,0.10 Mbps,0.09 Mbps,88%
8,User_63,Video_Streaming,-52 dBm,15 ms,2.00 Mbps,1.43 Mbps,71%
8,User_64,Emergency,-55 dBm,17 ms,5.00 Mbps,1.62 Mbps,32%
8,User_65,Video_Call,-46 dBm,11 ms,3.00 Mbps,2.00 Mbps,67%
8,User_66,Voice_Call,-36 dBm,12 ms,1.50 Mbps,1.32 Mbps,88%
8,User_67,Streaming,-53 dBm,13 ms,2.50 Mbps,1.55 Mbps,62%
8,User_68,Online_Gaming,-54 dBm,13 ms,2.00 Mbps,1.46 Mbps,73%
8,User_69,Background,-46 dBm,12 ms,0.80 Mbps,0.67 Mbps,84%
8,User_70,Web_Browsing,-46 dBm,13 ms,1.20 Mbps,1.05 Mbps,88%
8,User_71,IoT_Temp,-58 dBm,15 ms,0.10 Mbps,0.07 Mbps,72%
8,User_72,Video_Streaming,-54 dBm,14 ms,2.00 Mbps,1.56 Mbps,78%
8,User_73,Emergency,-61 dBm,17 ms,5.00 Mbps,1.03 Mbps,21%
8,User_74,Video_Call,-51 dBm,15 ms,3.00 Mbps,1.94 Mbps,65%
8,User_75,Voice_Call,-61 dBm,16 ms,1.50 Mbps,0.79 Mbps,53%
8,User_76,Streaming,-56 dBm,16 ms,2.50 Mbps,1.38 Mbps,55%
8,User_77,Online_Gaming,-44 dBm,14 ms,2.00 Mbps,1.53 Mbps,76%
8,User_78,Background,-50 dBm,13 ms,0.80 Mbps,0.58 Mbps,72%
8,User_79,Web_Browsing,-35 dBm,9 ms,1.20 Mbps,0.85 Mbps,71%
8,User_80,IoT_Temp,-45 dBm,12 ms,0.10 Mbps,0.07 Mbps,72%
8,User_81,Video_Streaming,-46 dBm,13 ms,2.00 Mbps,1.75 Mbps,88%
8,User_82,Emergency,-56 dBm,18 ms,5.00 Mbps,1.52 Mbps,30%
8,User_83,Video_Call,-33 dBm,10 ms,3.00 Mbps,2.35 Mbps,78%
8,User_84,Voice_Call,-41 dBm,9 ms,1.50 Mbps,1.11 Mbps,74%
8,User_85,Streaming,-60 dBm,16 ms,2.50 Mbps,0.97 Mbps,39%
8,User_86,Online_Gaming,-38 dBm,8 ms,2.00 Mbps,1.57 Mbps,78%
8,User_87,Background,-49 dBm,14 ms,0.80 Mbps,0.69 Mbps,87%
8,User_88,Web_Browsing,-68 dBm,20 ms,1.20 Mbps,0.52 Mbps,43%
8,User_89,IoT_Temp,-58 dBm,14 ms,0.10 Mbps,0.08 Mbps,81%
8,User_90,Video_Streaming,-55 dBm,14 ms,2.00 Mbps,1.47 Mbps,73%
9,User_1,Emergency,-46 dBm,11 ms,5.00 Mbps,3.03 Mbps,61%
9,User_2,Video_Call,-52 dBm,15 ms,3.00 Mbps,1.50 Mbps,50%
9,User_3,Voice_Call,-53 dBm,15 ms,1.50 Mbps,1.11 Mbps,74%
9,User_4,Streaming,-34 dBm,9 ms,2.50 Mbps,1.98 Mbps,79%
9,User_5,Online_Gaming,-46 dBm,14 ms,2.00 Mbps,1.50 Mbps,75%
9,User_6,Background,-49 dBm,16 ms,0.80 Mbps,0.67 Mbps,84%
9,User_7,Web_Browsing,-33 dBm,11 ms,1.20 Mbps,0.94 Mbps,78%
9,User_8,IoT_Temp,-64 dBm,20 ms,0.10 Mbps,0.08 Mbps,79%
9,User_9,Video_Streaming,-55 dBm,16 ms,2.00 Mbps,1.29 Mbps,64%
9,User_10,Emergency,-42 dBm,14 ms,5.00 Mbps,3.17 Mbps,63%
9,User_11,Video_Call,-47 dBm,11 ms,3.00 Mbps,2.22 Mbps,74%
9,User_12,Voice_Call,-46 dBm,14 ms,1.50 Mbps,1.16 Mbps,77%
9,User_13,Streaming,-46 dBm,12 ms,2.50 Mbps,1.83 Mbps,73%
9,User_14,Online_Gaming,-55 dBm,17 ms,2.00 Mbps,1.38 Mbps,69%
9,User_15,Background,-48 dBm,13 ms,0.80 Mbps,0.57 Mbps,71%
9,User_16,Web_Browsing,-42 dBm,11 ms,1.20 Mbps,0.97 Mbps,80%
9,User_17,IoT_Temp,-62 dBm,17 ms,0.10 Mbps,0.08 Mbps,82%
9,User_18,Video_Streaming,-56 dBm,18 ms,2.00 Mbps,1.28 Mbps,64%
9,User_19,Emergency,-48 dBm,14 ms,5.00 Mbps,2.82 Mbps,56%
9,User_20,Video_Call,-51 dBm,16 ms,3.00 Mbps,1.76 Mbps,59%
9,User_21,Voice_Call,-60 dBm,18 ms,1.50 Mbps,0.95 Mbps,63%
9,User_22,Streaming,-41 dBm,13 ms,2.50 Mbps,2.10 Mbps,84%
9,User_23,Online_Gaming,-32 dBm,9 ms,2.00 Mbps,1.52 Mbps,76%
9,User_24,Background,-46 dBm,13 ms,0.80 Mbps,0.62 Mbps,78%
9,User_25,Web_Browsing,-47 dBm,11 ms,1.20 Mbps,0.95 Mbps,80%
9,User_26,IoT_Temp,-63 dBm,19 ms,0.10 Mbps,0.08 Mbps,79%
9,User_27,Video_Streaming,-49 dBm,13 ms,2.00 Mbps,1.55 Mbps,78%
9,User_28,Emergency,-55 dBm,16 ms,5.00 Mbps,1.79 Mbps,36%
9,User_29,Video_Call,-50 dBm,15 ms,3.00 Mbps,1.73 Mbps,58%
9,User_30,Voice_Call,-54 dBm,13 ms,1.50 Mbps,1.08 Mbps,72%
9,User_31,Streaming,-48 dBm,13 ms,2.50 Mbps,1.77 Mbps,71%
9,User_32,Online_Gaming,-46 dBm,11 ms,2.00 Mbps,1.79 Mbps,89%
9,User_33,Background,-37 dBm,8 ms,0.80 Mbps,0.63 Mbps,79%
9,User_34,Web_Browsing,-74 dBm,22 ms,1.20 Mbps,0.48 Mbps,40%
9,User_35,IoT_Temp,-32 dBm,9 ms,0.10 Mbps,0.09 Mbps,85%
9,User_36,Video_Streaming,-41 dBm,13 ms,2.00 Mbps,1.56 Mbps,78%
9,User_37,Emergency,-37 dBm,11 ms,5.00 Mbps,3.74 Mbps,75%
9,User_38,Video_Call,-52 dBm,17 ms,3.00 Mbps,1.85 Mbps,62%
9,User_39,Voice_Call,-49 dBm,16 ms,1.50 Mbps,1.17 Mbps,78%
9,User_40,Streaming,-58 dBm,15 ms,2.50 Mbps,1.20 Mbps,48%
9,User_41,Online_Gaming,-49 dBm,15 ms,2.00 Mbps,1.74 Mbps,87%
9,User_42,Background,-43 dBm,14 ms,0.80 Mbps,0.72 Mbps,90%
9,User_43,Web_Browsing,-50 dBm,16 ms,1.20 Mbps,0.85 Mbps,71%
9,User_44,IoT_Temp,-53 dBm,13 ms,0.10 Mbps,0.08 Mbps,77%
9,User_45,Video_Streaming,-52 dBm,13 ms,2.00 Mbps,1.56 Mbps,78%
9,User_46,Emergency,-56 dBm,17 ms,5.00 Mbps,1.69 Mbps,34%
9,User_47,Video_Call,-34 dBm,8 ms,3.00 Mbps,2.64 Mbps,88%
9,User_48,Voice_Call,-59 dBm,18 ms,1.50 Mbps,1.05 Mbps,70%
9,User_49,Streaming,-41 dBm,13 ms,2.50 Mbps,2.24 Mbps,90%
9,User_50,Online_Gaming,-54 dBm,14 ms,2.00 Mbps,1.53 Mbps,76%
9,User_51,Background,-59 dBm,18 ms,0.80 Mbps,0.63 Mbps,78%
9,User_52,Web_Browsing,-39 dBm,12 ms,1.20 Mbps,0.99 Mbps,82%
9,User_53,IoT_Temp,-47 dBm,15 ms,0.10 Mbps,0.08 Mbps,82%
9,User_54,Video_Streaming,-48 dBm,12 ms,2.00 Mbps,1.59 Mbps,79%
9,User_55,Emergency,-40 dBm,11 ms,5.00 Mbps,3.57 Mbps,71%
9,User_56,Video_Call,-63 dBm,20 ms,3.00 Mbps,0.62 Mbps,21%
9,User_57,Voice_Call,-37 dBm,10 ms,1.50 Mbps,1.11 Mbps,74%
9,User_58,Streaming,-51 dBm,14 ms,2.50 Mbps,1.71 Mbps,68%
9,User_59,Online_Gaming,-61 dBm,17 ms,2.00 Mbps,0.95 Mbps,47%
9,User_60,Background,-56 dBm,15 ms,0.80 Mbps,0.65 Mbps,82%
9,User_61,Web_Browsing,-64 dBm,20 ms,1.20 Mbps,0.61 Mbps,51%
9,User_62,IoT_Temp,-41 dBm,12 ms,0.10 Mbps,0.07 Mbps,74%
9,User_63,Video_Streaming,-45 dBm,13 ms,2.00 Mbps,1.69 Mbps,84%
9,User_64,Emergency,-53 dBm,13 ms,5.00 Mbps,1.94 Mbps,39%
9,User_65,Video_Call,-55 dBm,18 ms,3.00 Mbps,1.28 Mbps,43%
9,User_66,Voice_Call,-40 dBm,10 ms,1.50 Mbps,1.33 Mbps,88%
9,User_67,Streaming,-60 dBm,16 ms,2.50 Mbps,0.89 Mbps,36%
9,User_68,Online_Gaming,-53 dBm,16 ms,2.00 Mbps,1.49 Mbps,74%
9,User_69,Background,-46 dBm,13 ms,0.80 Mbps,0.64 Mbps,80%
9,User_70,Web_Browsing,-47 dBm,13 ms,1.20 Mbps,0.96 Mbps,80%
9,User_71,IoT_Temp,-63 dBm,16 ms,0.10 Mbps,0.07 Mbps,72%
9,User_72,Video_Streaming,-48 dBm,16 ms,2.00 Mbps,1.45 Mbps,73%
9,User_73,Emergency,-61 dBm,16 ms,5.00 Mbps,1.12 Mbps,22%
9,User_74,Video_Call,-54 dBm,13 ms,3.00 Mbps,1.54 Mbps,51%
9,User_75,Voice_Call,-66 dBm,21 ms,1.50 Mbps,0.53 Mbps,36%
9,User_76,Streaming,-47 dBm,13 ms,2.50 Mbps,1.88 Mbps,75%
9,User_77,Online_Gaming,-50 dBm,12 ms,2.00 Mbps,1.68 Mbps,84%
9,User_78,Background,-46 dBm,11 ms,0.80 Mbps,0.58 Mbps,73%
9,User_79,Web_Browsing,-37 dBm,11 ms,1.20 Mbps,0.94 Mbps,78%
9,User_80,IoT_Temp,-37 dBm,9 ms,0.10 Mbps,0.08 Mbps,76%
9,User_81,Video_Streaming,-41 dBm,11 ms,2.00 Mbps,1.47 Mbps,73%
9,User_82,Emergency,-61 dBm,15 ms,5.00 Mbps,1.01 Mbps,20%
9,User_83,Video_Call,-42 dBm,12 ms,3.00 Mbps,2.65 Mbps,88%
9,User_84,Voice_Call,-48 dBm,15 ms,1.50 Mbps,1.15 Mbps,77%
9,User_85,Streaming,-50 dBm,14 ms,2.50 Mbps,1.85 Mbps,74%
9,User_86,Online_Gaming,-43 dBm,12 ms,2.00 Mbps,1.44 Mbps,72%
9,User_87,Background,-47 dBm,12 ms,0.80 Mbps,0.62 Mbps,78%
9,User_88,Web_Browsing,-61 dBm,18 ms,1.20 Mbps,0.77 Mbps,65%
9,User_89,IoT_Temp,-51 dBm,13 ms,0.10 Mbps,0.09 Mbps,89%
9,User_90,Video_Streaming,-51 dBm,13 ms,2.00 Mbps,1.69 Mbps,85%
10,User_1,Emergency,-45 dBm,14 ms,5.00 Mbps,3.71 Mbps,74%
10,User_2,Video_Call,-53 dBm,13 ms,3.00 Mbps,1.48 Mbps,49%
10,User_3,Voice_Call,-43 dBm,11 ms,1.50 Mbps,1.08 Mbps,72%
10,User_4,Streaming,-41 dBm,9 ms,2.50 Mbps,1.84 Mbps,74%
10,User_5,Online_Gaming,-55 dBm,15 ms,2.00 Mbps,1.44 Mbps,72%
10,User_6,Background,-49 dBm,15 ms,0.80 Mbps,0.64 Mbps,80%
10,User_7,Web_Browsing,-39 dBm,12 ms,1.20 Mbps,0.91 Mbps,76%
10,User_8,IoT_Temp,-64 dBm,17 ms,0.10 Mbps,0.08 Mbps,78%
10,User_9,Video_Streaming,-63 dBm,17 ms,2.00 Mbps,0.63 Mbps,32%
10,User_10,Emergency,-40 dBm,11 ms,5.00 Mbps,4.14 Mbps,83%
10,User_11,Video_Call,-54 dBm,17 ms,3.00 Mbps,1.65 Mbps,55%
10,User_12,Voice_Call,-51 dBm,16 ms,1.50 Mbps,1.30 Mbps,87%
10,User_13,Streaming,-57 dBm,15 ms,2.50 Mbps,1.29 Mbps,52%
10,User_14,Online_Gaming,-55 dBm,15 ms,2.00 Mbps,1.59 Mbps,80%
10,User_15,Background,-55 dBm,18 ms,0.80 Mbps,0.62 Mbps,77%
10,User_16,Web_Browsing,-41 dBm,13 ms,1.20 Mbps,1.01 Mbps,84%
10,User_17,IoT_Temp,-64 dBm,19 ms,0.10 Mbps,0.07 Mbps,75%
10,User_18,Video_Streaming,-58 dBm,14 ms,2.00 Mbps,1.07 Mbps,53%
10,User_19,Emergency,-40 dBm,9 ms,5.00 Mbps,4.24 Mbps,85%
10,User_20,Video_Call,-44 dBm,14 ms,3.00 Mbps,2.24 Mbps,75%
10,User_21,Voice_Call,-53 dBm,14 ms,1.50 Mbps,1.27 Mbps,85%
10,User_22,Streaming,-40 dBm,9 ms,2.50 Mbps,2.17 Mbps,87%
10,User_23,Online_Gaming,-36 dBm,11 ms,2.00 Mbps,1.72 Mbps,86%
10,User_24,Background,-50 dBm,16 ms,0.80 Mbps,0.70 Mbps,88%
10,User_25,Web_Browsing,-40 dBm,9 ms,1.20 Mbps,0.97 Mbps,81%
10,User_26,IoT_Temp,-55 dBm,16 ms,0.10 Mbps,0.07 Mbps,72%
10,User_27,Video_Streaming,-45 dBm,11 ms,2.00 Mbps,1.58 Mbps,79%
10,User_28,Emergency,-64 dBm,18 ms,5.00 Mbps,0.71 Mbps,14%
10,User_29,Video_Call,-47 dBm,12 ms,3.00 Mbps,2.02 Mbps,67%
10,User_30,Voice_Call,-56 dBm,15 ms,1.50 Mbps,1.13 Mbps,75%
10,User_31,Streaming,-51 dBm,12 ms,2.50 Mbps,1.92 Mbps,77%
10,User_32,Online_Gaming,-51 dBm,14 ms,2.00 Mbps,1.67 Mbps,84%
10,User_33,Background,-35 dBm,10 ms,0.80 Mbps,0.61 Mbps,76%
10,User_34,Web_Browsing,-65 dBm,19 ms,1.20 Mbps,0.53 Mbps,44%
10,User_35,IoT_Temp,-39 dBm,12 ms,0.10 Mbps,0.08 Mbps,80%
10,User_36,Video_Streaming,-30 dBm,10 ms,2.00 Mbps,1.77 Mbps,88%
10,User_37,Emergency,-46 dBm,13 ms,5.00 Mbps,3.31 Mbps,66%
10,User_38,Video_Call,-55 dBm,15 ms,3.00 Mbps,1.33 Mbps,44%
10,User_39,Voice_Call,-61 dBm,16 ms,1.50 Mbps,0.89 Mbps,60%
10,User_40,Streaming,-54 dBm,14 ms,2.50 Mbps,1.72 Mbps,69%
10,User_41,Online_Gaming,-52 dBm,15 ms,2.00 Mbps,1.68 Mbps,84%
10,User_42,Background,-43 dBm,10 ms,0.80 Mbps,0.63 Mbps,79%
10,User_43,Web_Browsing,-43 dBm,10 ms,1.20 Mbps,0.94 Mbps,78%
10,User_44,IoT_Temp,-51 dBm,14 ms,0.10 Mbps,0.09 Mbps,87%
10,User_45,Video_Streaming,-47 dBm,15 ms,2.00 Mbps,1.46 Mbps,73%
10,User_46,Emergency,-51 dBm,14 ms,5.00 Mbps,2.03 Mbps,41%
10,User_47,Video_Call,-36 dBm,9 ms,3.00 Mbps,2.55 Mbps,85%
10,User_48,Voice_Call,-61 dBm,19 ms,1.50 Mbps,0.83 Mbps,55%
10,User_49,Streaming,-37 dBm,10 ms,2.50 Mbps,2.15 Mbps,86%
10,User_50,Online_Gaming,-48 dBm,14 ms,2.00 Mbps,1.50 Mbps,75%
10,User_51,Background,-53 dBm,16 ms,0.80 Mbps,0.61 Mbps,76%
10,User_52,Web_Browsing,-45 dBm,11 ms,1.20 Mbps,1.02 Mbps,85%
10,User_53,IoT_Temp,-42 dBm,13 ms,0.10 Mbps,0.08 Mbps,80%
10,User_54,Video_Streaming,-53 dBm,16 ms,2.00 Mbps,1.58 Mbps,79%
10,User_55,Emergency,-49 dBm,12 ms,5.00 Mbps,3.30 Mbps,66%
10,User_56,Video_Call,-57 dBm,14 ms,3.00 Mbps,1.28 Mbps,43%
10,User_57,Voice_Call,-45 dBm,15 ms,1.50 Mbps,1.10 Mbps,73%
10,User_58,Streaming,-54 dBm,15 ms,2.50 Mbps,1.50 Mbps,60%
10,User_59,Online_Gaming,-56 dBm,18 ms,2.00 Mbps,1.35 Mbps,67%
10,User_60,Background,-60 dBm,18 ms,0.80 Mbps,0.62 Mbps,77%
10,User_61,Web_Browsing,-68 dBm,18 ms,1.20 Mbps,0.53 Mbps,44%
10,User_62,IoT_Temp,-33 dBm,10 ms,0.10 Mbps,0.09 Mbps,87%
10,User_63,Video_Streaming,-44 dBm,12 ms,2.00 Mbps,1.63 Mbps,81%
10,User_64,Emergency,-54 dBm,16 ms,5.00 Mbps,1.82 Mbps,36%
10,User_65,Video_Call,-48 dBm,12 ms,3.00 Mbps,2.00 Mbps,67%
10,User_66,Voice_Call,-37 dBm,10 ms,1.50 Mbps,1.34 Mbps,89%
10,User_67,Streaming,-60 dBm,18 ms,2.50 Mbps,1.01 Mbps,40%
10,User_68,Online_Gaming,-42 dBm,14 ms,2.00 Mbps,1.80 Mbps,90%
10,User_69,Background,-44 dBm,12 ms,0.80 Mbps,0.68 Mbps,85%
10,User_70,Web_Browsing,-50 dBm,14 ms,1.20 Mbps,1.00 Mbps,83%
10,User_71,IoT_Temp,-69 dBm,18 ms,0.10 Mbps,0.08 Mbps,84%
10,User_72,Video_Streaming,-50 dBm,13 ms,2.00 Mbps,1.49 Mbps,75%
10,User_73,Emergency,-56 dBm,15 ms,5.00 Mbps,1.66 Mbps,33%
10,User_74,Video_Call,-52 dBm,16 ms,3.00 Mbps,1.78 Mbps,59%
10,User_75,Voice_Call,-75 dBm,23 ms,1.50 Mbps,0.50 Mbps,34%
10,User_76,Streaming,-39 dBm,10 ms,2.50 Mbps,2.01 Mbps,80%
10,User_77,Online_Gaming,-48 dBm,14 ms,2.00 Mbps,1.59 Mbps,79%
10,User_78,Background,-46 dBm,15 ms,0.80 Mbps,0.65 Mbps,82%
10,User_79,Web_Browsing,-43 dBm,10 ms,1.20 Mbps,1.07 Mbps,89%
10,User_80,IoT_Temp,-31 dBm,9 ms,0.10 Mbps,0.09 Mbps,86%
10,User_81,Video_Streaming,-41 dBm,11 ms,2.00 Mbps,1.68 Mbps,84%
10,User_82,Emergency,-70 dBm,22 ms,5.00 Mbps,0.69 Mbps,14%
10,User_83,Video_Call,-51 dBm,13 ms,3.00 Mbps,1.86 Mbps,62%
10,User_84,Voice_Call,-48 dBm,12 ms,1.50 Mbps,1.25 Mbps,83%
10,User_85,Streaming,-43 dBm,13 ms,2.50 Mbps,1.82 Mbps,73%
10,User_86,Online_Gaming,-54 dBm,15 ms,2.00 Mbps,1.45 Mbps,72%
10,User_87,Background,-43 dBm,11 ms,0.80 Mbps,0.67 Mbps,84%
10,User_88,Web_Browsing,-54 dBm,16 ms,1.20 Mbps,0.93 Mbps,77%
10,User_89,IoT_Temp,-57 dBm,16 ms,0.10 Mbps,0.07 Mbps,73%
10,User_90,Video_Streaming,-54 dBm,14 ms,2.00 Mbps,1.38 Mbps,69%
11,User_1,Emergency,-37 dBm,10 ms,5.00 Mbps,4.01 Mbps,80%
11,User_2,Video_Call,-52 dBm,15 ms,3.00 Mbps,1.97 Mbps,66%
11,User_3,Voice_Call,-35 dBm,9 ms,1.50 Mbps,1.33 Mbps,89%
11,User_4,Streaming,-53 dBm,14 ms,2.50 Mbps,1.77 Mbps,71%
11,User_5,Online_Gaming,-58 dBm,15 ms,2.00 Mbps,1.44 Mbps,72%
11,User_6,Background,-54 dBm,13 ms,0.80 Mbps,0.72 Mbps,90%
11,User_7,Web_Browsing,-36 dBm,8 ms,1.20 Mbps,1.02 Mbps,85%
11,User_8,IoT_Temp,-61 dBm,16 ms,0.10 Mbps,0.08 Mbps,84%
11,User_9,Video_Streaming,-62 dBm,19 ms,2.00 Mbps,0.68 Mbps,34%
11,User_10,Emergency,-37 dBm,10 ms,5.00 Mbps,3.85 Mbps,77%
11,User_11,Video_Call,-54 dBm,13 ms,3.00 Mbps,1.58 Mbps,53%
11,User_12,Voice_Call,-54 dBm,14 ms,1.50 Mbps,1.07 Mbps,71%
11,User_13,Streaming,-45 dBm,10 ms,2.50 Mbps,1.95 Mbps,78%
11,User_14,Online_Gaming,-48 dBm,15 ms,2.00 Mbps,1.74 Mbps,87%
11,User_15,Background,-50 dBm,14 ms,0.80 Mbps,0.67 Mbps,84%
11,User_16,Web_Browsing,-36 dBm,10 ms,1.20 Mbps,0.89 Mbps,74%
11,User_17,IoT_Temp,-65 dBm,20 ms,0.10 Mbps,0.08 Mbps,78%
11,User_18,Video_Streaming,-69 dBm,22 ms,2.00 Mbps,0.65 Mbps,32%
11,User_19,Emergency,-48 dBm,13 ms,5.00 Mbps,2.57 Mbps,51%
11,User_20,Video_Call,-41 dBm,9 ms,3.00 Mbps,2.45 Mbps,82%
